link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,
Cattin Blandenier (2004),Saltatoria,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Pediobius sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Proctotrupoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Cloeon simile,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Limothrips denticornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Pterostichus strenuus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Ligidium hypnorum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Pterostichus minor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pardosa sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Dixella sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Natrix natrix,Lacerta agilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Sitticus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneae,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Pediobius sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Chloropidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thomisidae,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Gnaphosidae,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Porcellium conspersum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Limothrips denticornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Armadillidium vulgare,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Trypoxylon clavicerum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Cloeon simile,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Tetrix sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Argiope bruennichi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Coleoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Gongylidiellum murcidum,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Micrommata virescens,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thomisidae,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Nestus mendicus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Spanioconnus wetterhali,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Ephydridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Araneae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Hebrus pusillus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Conocephalus dorsalis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Chloropidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Larinioides sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Zelotes sp,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetramorium sp,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Aleocharinae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Gnaphosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Cicadina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Limothrips denticornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Trypoxylon clavicerum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Gnaphosidae,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Agromyzidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Cloeon simile,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Ephydridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa sp,Marpissa radiata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Somatochlora sp,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Evarcha sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Evarcha sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Saltatoria,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Saltatoria,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Haematopota sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Antistea elegans,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum vulgatum,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pirata sp,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Myllaena dubia,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Haplothrips sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Ilione albiseta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Sitticus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Bathyphantes gracilis,Myllaena minuta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Limonia sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Formica sp,Thanatus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Tetramorium sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Pterostichus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Marpissa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Formica sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Spanioconnus wetterhali,Acari phyto,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Spanioconnus wetterhali,Acari pred,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneae,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sp,Sepedon spinipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Trochosa spinipalpis,Philaenus spumarius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Hemistenus flavipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Muscidae copro,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha arcuata,Muscidae flor,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Salticidae,Clubiona sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Myllaena dubia,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Gnaphosidae,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Natrix natrix,Anguis fragilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympetrum sanguineum,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Antistea elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Delphacidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Araneus diadematus,Procloeon bifidum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Dolomedes sp,Araneus diadematus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Zelotes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Larinioides sp,Sciocoris cursitans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Jassidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus dorsalis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Sympecma fusca,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Anisoptera,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Thanatus sp,Pipinculus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Eupterygini,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Robertus insignis,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Pisaura mirabilis,Cloeon simile,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hybotidae,Proctotrupoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Herina parva,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tibellus sp,Trypoxylon clavicerum,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Ilione lineata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Ozyptila sp,Pisaura mirabilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona phragmitis,Micrommata virescens,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinus erythropterus,Acrididae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Cecidomyiidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Tetragnatha sp,Dixella sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Edaphus blŸhweissi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Marpissa radiata,Proctotrupoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Conocephalus discolor,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
